,Order Date,Sales,Category,Sub-Category
7570,2014-05-12,15.0,Office Supplies,Fasteners
181,2014-05-12,408.744,Technology,Accessories
5574,2014-05-12,36.738,Technology,Phones
180,2014-05-12,24.816,Office Supplies,Storage
5573,2014-05-12,17.472,Office Supplies,Paper
5572,2014-05-12,29.94,Office Supplies,Binders
7568,2014-05-12,26.46,Office Supplies,Art
7569,2014-05-12,49.12,Office Supplies,Paper
5571,2014-05-12,98.376,Office Supplies,Paper
68,2014-05-12,167.968,Technology,Phones
67,2014-05-12,1113.024,Office Supplies,Art
5378,2014-05-12,172.736,Office Supplies,Storage
1886,2014-05-13,7.104,Office Supplies,Fasteners
1887,2014-05-13,398.352,Office Supplies,Binders
5355,2014-05-13,8.0,Office Supplies,Paper
3216,2014-05-13,149.97,Technology,Accessories
5354,2014-05-13,279.456,Furniture,Chairs
17,2014-05-13,55.5,Office Supplies,Storage
768,2014-05-14,310.88,Furniture,Furnishings
7824,2014-05-16,232.88,Furniture,Chairs
8535,2014-05-16,56.4,Technology,Accessories
3005,2014-05-17,91.68,Office Supplies,Binders
3201,2014-05-18,15.936,Office Supplies,Paper
3200,2014-05-18,149.232,Furniture,Furnishings
9832,2014-05-18,3.984,Office Supplies,Paper
1829,2014-05-18,779.796,Technology,Phones
9602,2014-05-19,34.2,Office Supplies,Supplies
4142,2014-05-19,57.42,Office Supplies,Binders
8580,2014-05-20,10.332,Furniture,Furnishings
8583,2014-05-20,66.96,Office Supplies,Storage
2131,2014-05-20,139.86,Furniture,Furnishings
2130,2014-05-20,38.52,Office Supplies,Art
2129,2014-05-20,33.28,Office Supplies,Appliances
8581,2014-05-20,10.368,Office Supplies,Paper
8582,2014-05-20,20.784,Technology,Accessories
9792,2014-05-21,107.772,Furniture,Chairs
5878,2014-05-21,245.88,Office Supplies,Appliances
5877,2014-05-21,17.94,Office Supplies,Paper
5876,2014-05-21,447.86,Office Supplies,Binders
995,2014-05-21,617.97,Technology,Phones
9791,2014-05-21,56.064,Office Supplies,Envelopes
3078,2014-05-21,31.84,Office Supplies,Art
9794,2014-05-21,18.24,Office Supplies,Binders
9793,2014-05-21,4.832,Office Supplies,Paper
994,2014-05-21,2715.93,Office Supplies,Binders
3268,2014-05-22,44.95,Technology,Phones
3267,2014-05-22,135.98,Technology,Phones
607,2014-05-23,3.282,Office Supplies,Binders
7012,2014-05-23,208.16,Office Supplies,Appliances
608,2014-05-23,21.168,Office Supplies,Art
7010,2014-05-23,17.96,Office Supplies,Binders
609,2014-05-23,55.188,Technology,Phones
7011,2014-05-23,5.04,Office Supplies,Supplies
6627,2014-05-23,12.96,Office Supplies,Paper
2703,2014-05-24,116.28,Office Supplies,Paper
1818,2014-05-25,75.6,Office Supplies,Appliances
1819,2014-05-25,29.32,Furniture,Furnishings
9440,2014-05-25,14.62,Office Supplies,Paper
6741,2014-05-26,13.392,Office Supplies,Art
2751,2014-05-26,225.296,Furniture,Chairs
6740,2014-05-26,359.772,Furniture,Chairs
1611,2014-05-26,201.584,Technology,Phones
6739,2014-05-26,102.624,Office Supplies,Storage
2760,2014-05-26,48.4,Office Supplies,Paper
1610,2014-05-26,290.666,Furniture,Bookcases
1612,2014-05-26,83.984,Technology,Phones
747,2014-05-27,359.32,Office Supplies,Storage
1325,2014-05-27,17.46,Office Supplies,Binders
1048,2014-05-27,1113.504,Technology,Phones
746,2014-05-27,567.12,Furniture,Tables
1049,2014-05-27,99.99,Technology,Accessories
8438,2014-05-28,136.96,Office Supplies,Binders
5675,2014-05-28,57.408,Technology,Phones
5676,2014-05-28,27.6,Technology,Accessories
7858,2014-05-30,235.95,Office Supplies,Appliances
7857,2014-05-30,464.0,Technology,Phones
4646,2014-05-30,13.62,Office Supplies,Paper
5750,2014-05-30,355.455,Furniture,Tables
8552,2014-05-30,719.976,Technology,Copiers
7736,2014-05-30,70.368,Office Supplies,Binders
7859,2014-05-30,39.96,Office Supplies,Paper
7856,2014-05-30,25.584,Office Supplies,Binders
7977,2014-05-31,659.97,Technology,Phones
7978,2014-05-31,113.73,Technology,Phones
5327,2014-06-01,19.44,Office Supplies,Paper
7479,2014-06-01,31.12,Office Supplies,Fasteners
7474,2014-06-01,2573.82,Furniture,Chairs
7180,2014-06-01,12.78,Office Supplies,Art
7480,2014-06-01,6.54,Office Supplies,Paper
7477,2014-06-01,391.98,Technology,Phones
7478,2014-06-01,755.96,Technology,Phones
7475,2014-06-01,609.98,Office Supplies,Binders
7476,2014-06-01,5.48,Office Supplies,Art
1998,2014-06-02,161.61,Technology,Phones
1999,2014-06-02,144.95,Technology,Phones
8980,2014-06-02,8.952,Office Supplies,Binders
1997,2014-06-02,15.0,Office Supplies,Labels
1404,2014-06-04,10.304,Office Supplies,Supplies
1406,2014-06-04,116.784,Technology,Accessories
8839,2014-06-04,65.568,Office Supplies,Binders
8838,2014-06-04,70.95,Office Supplies,Art
1405,2014-06-04,154.764,Furniture,Tables
6015,2014-06-04,91.96,Furniture,Furnishings
8840,2014-06-04,299.97,Technology,Accessories
6017,2014-06-04,19.44,Office Supplies,Paper
6016,2014-06-04,33.11,Furniture,Furnishings
5036,2014-06-04,33.9,Technology,Accessories
5035,2014-06-04,653.55,Furniture,Tables
6018,2014-06-04,55.48,Office Supplies,Paper
868,2014-06-04,44.91,Office Supplies,Binders
1334,2014-06-05,140.736,Office Supplies,Binders
4409,2014-06-05,5.78,Office Supplies,Labels
4410,2014-06-05,107.94,Office Supplies,Art
2141,2014-06-06,991.764,Furniture,Tables
6598,2014-06-06,62.016,Office Supplies,Paper
6597,2014-06-06,1.365,Office Supplies,Binders
2139,2014-06-06,149.544,Office Supplies,Binders
2140,2014-06-06,17.14,Office Supplies,Supplies
6301,2014-06-06,13.984,Office Supplies,Envelopes
6472,2014-06-06,100.24,Office Supplies,Labels
1745,2014-06-06,13.36,Office Supplies,Art
6300,2014-06-06,24.588,Office Supplies,Binders
6845,2014-06-07,478.48,Furniture,Chairs
1549,2014-06-07,559.992,Technology,Copiers
8543,2014-06-08,199.98,Technology,Accessories
3772,2014-06-08,62.91,Technology,Accessories
6623,2014-06-09,58.48,Office Supplies,Labels
6622,2014-06-09,41.88,Furniture,Furnishings
5417,2014-06-10,15.36,Office Supplies,Binders
481,2014-06-10,9.09,Technology,Accessories
8829,2014-06-10,386.34,Office Supplies,Storage
6355,2014-06-10,83.92,Office Supplies,Storage
9856,2014-06-11,43.68,Office Supplies,Paper
5097,2014-06-12,4.6,Office Supplies,Binders
2983,2014-06-12,53.424,Office Supplies,Storage
7065,2014-06-12,1261.33,Office Supplies,Storage
5093,2014-06-12,14.016,Office Supplies,Appliances
5098,2014-06-12,35.168,Office Supplies,Storage
2984,2014-06-12,275.49,Furniture,Tables
7760,2014-06-12,42.208,Office Supplies,Paper
5094,2014-06-12,214.95,Furniture,Tables
2719,2014-06-12,23.976,Furniture,Furnishings
5096,2014-06-12,10.776,Furniture,Furnishings
5095,2014-06-12,35.04,Technology,Phones
1855,2014-06-13,14.52,Office Supplies,Art
5220,2014-06-14,212.94,Furniture,Bookcases
917,2014-06-15,8.568,Office Supplies,Binders
916,2014-06-15,797.944,Furniture,Chairs
915,2014-06-15,99.918,Furniture,Tables
6937,2014-06-15,36.544,Office Supplies,Paper
2911,2014-06-16,41.4,Office Supplies,Envelopes
2912,2014-06-16,35.0,Office Supplies,Art
2495,2014-06-16,647.84,Furniture,Chairs
2913,2014-06-16,39.552,Office Supplies,Binders
6817,2014-06-17,3266.376,Office Supplies,Binders
6815,2014-06-17,6.24,Furniture,Furnishings
6816,2014-06-17,17.9,Office Supplies,Fasteners
9896,2014-06-17,62.016,Office Supplies,Paper
6323,2014-06-17,65.97,Technology,Machines
9764,2014-06-18,139.8,Technology,Phones
3505,2014-06-20,201.584,Technology,Phones
8146,2014-06-20,3.52,Office Supplies,Art
3507,2014-06-20,193.0656,Furniture,Bookcases
3510,2014-06-20,418.8,Technology,Machines
8145,2014-06-20,471.9,Office Supplies,Appliances
3511,2014-06-20,509.488,Office Supplies,Storage
3508,2014-06-20,15.552,Office Supplies,Paper
3506,2014-06-20,3.392,Office Supplies,Binders
3509,2014-06-20,11.648,Office Supplies,Paper
4411,2014-06-21,19.65,Office Supplies,Paper
1181,2014-06-21,3.76,Office Supplies,Art
3001,2014-06-21,9.006,Office Supplies,Binders
3000,2014-06-21,44.416,Office Supplies,Appliances
4413,2014-06-21,59.7,Office Supplies,Appliances
1835,2014-06-21,21.4,Office Supplies,Art
2999,2014-06-21,206.991,Technology,Machines
2998,2014-06-21,95.968,Technology,Accessories
4412,2014-06-21,617.97,Technology,Phones
691,2014-06-21,36.84,Office Supplies,Storage
690,2014-06-21,284.82,Technology,Phones
689,2014-06-21,104.01,Furniture,Furnishings
2678,2014-06-21,25.164,Office Supplies,Binders
2677,2014-06-21,11.088,Office Supplies,Binders
1180,2014-06-21,1322.93,Technology,Phones
2997,2014-06-21,3.984,Furniture,Furnishings
5149,2014-06-21,1214.85,Technology,Phones
2996,2014-06-21,24.896,Office Supplies,Envelopes
421,2014-06-22,196.752,Technology,Accessories
4022,2014-06-22,853.93,Furniture,Chairs
4021,2014-06-22,82.782,Technology,Phones
2157,2014-06-22,161.94,Office Supplies,Storage
4020,2014-06-22,170.058,Furniture,Chairs
2156,2014-06-22,501.81,Office Supplies,Storage
9000,2014-06-22,8.226,Office Supplies,Binders
4063,2014-06-23,20.016,Office Supplies,Art
4064,2014-06-23,3.104,Office Supplies,Supplies
2126,2014-06-23,86.376,Technology,Accessories
9401,2014-06-24,4.272,Furniture,Furnishings
1097,2014-06-25,447.84,Furniture,Tables
4847,2014-06-25,71.632,Office Supplies,Art
4848,2014-06-25,9.328,Office Supplies,Art
4846,2014-06-25,263.96,Technology,Phones
2278,2014-06-27,223.96,Technology,Accessories
2277,2014-06-27,85.98,Furniture,Tables
2276,2014-06-27,306.2,Office Supplies,Storage
821,2014-06-28,335.52,Office Supplies,Paper
820,2014-06-28,31.086,Office Supplies,Binders
819,2014-06-28,1228.465,Furniture,Chairs
817,2014-06-28,41.472,Office Supplies,Paper
818,2014-06-28,3.168,Office Supplies,Binders
2923,2014-06-28,6.08,Office Supplies,Fasteners
5735,2014-06-29,13.92,Office Supplies,Binders
776,2014-06-29,32.76,Office Supplies,Art
3147,2014-06-30,32.4,Office Supplies,Art
5152,2014-06-30,2.688,Office Supplies,Binders
5153,2014-06-30,6.6,Office Supplies,Art
2689,2014-06-30,5.248,Office Supplies,Art
4502,2014-06-30,21.312,Office Supplies,Fasteners
8396,2014-06-30,310.688,Office Supplies,Paper
4501,2014-06-30,25.92,Office Supplies,Paper
1413,2014-06-30,334.768,Office Supplies,Binders
7660,2014-07-01,76.728,Furniture,Furnishings
7661,2014-07-01,10.43,Office Supplies,Binders
849,2014-07-02,115.36,Technology,Accessories
8735,2014-07-02,64.96,Office Supplies,Storage
9641,2014-07-03,204.9,Office Supplies,Storage
9643,2014-07-03,481.568,Furniture,Chairs
9640,2014-07-03,20.65,Office Supplies,Art
9642,2014-07-03,436.704,Furniture,Chairs
5253,2014-07-03,107.648,Office Supplies,Binders
4963,2014-07-03,242.94,Office Supplies,Storage
4962,2014-07-03,17.94,Office Supplies,Art
4961,2014-07-03,48.712,Furniture,Chairs
3481,2014-07-04,8.96,Furniture,Furnishings
6253,2014-07-04,200.97,Technology,Phones
6252,2014-07-04,58.32,Office Supplies,Paper
4177,2014-07-04,122.97,Office Supplies,Paper
4176,2014-07-04,629.95,Technology,Phones
6563,2014-07-05,194.25,Furniture,Tables
6565,2014-07-05,872.32,Furniture,Chairs
6562,2014-07-05,16.14,Office Supplies,Binders
6564,2014-07-05,8.64,Office Supplies,Art
4721,2014-07-06,268.935,Furniture,Tables
393,2014-07-06,12.462,Office Supplies,Binders
4398,2014-07-07,69.008,Furniture,Furnishings
4397,2014-07-07,172.186,Furniture,Chairs
5264,2014-07-09,21.864,Office Supplies,Art
8368,2014-07-09,83.92,Office Supplies,Binders
1680,2014-07-09,42.368,Furniture,Furnishings
2649,2014-07-09,104.85,Technology,Phones
8366,2014-07-09,27.36,Office Supplies,Supplies
8367,2014-07-09,20.56,Office Supplies,Paper
1681,2014-07-09,399.54,Technology,Machines
2717,2014-07-09,377.97,Technology,Phones
5260,2014-07-09,196.776,Technology,Phones
5980,2014-07-09,161.96,Furniture,Chairs
5261,2014-07-09,2.92,Office Supplies,Binders
5262,2014-07-09,200.795,Furniture,Tables
5263,2014-07-09,46.688,Technology,Accessories
2648,2014-07-09,821.88,Furniture,Furnishings
5981,2014-07-09,19.86,Office Supplies,Storage
2647,2014-07-09,12.96,Office Supplies,Paper
2646,2014-07-09,42.81,Office Supplies,Binders
2645,2014-07-09,57.69,Furniture,Furnishings
1679,2014-07-09,32.382,Technology,Phones
1678,2014-07-09,64.784,Office Supplies,Storage
5979,2014-07-09,32.06,Office Supplies,Binders
5978,2014-07-09,429.9,Furniture,Tables
9478,2014-07-09,13.16,Office Supplies,Fasteners
9479,2014-07-09,3.828,Office Supplies,Binders
9480,2014-07-09,304.99,Office Supplies,Binders
723,2014-07-10,129.92,Furniture,Furnishings
3826,2014-07-10,107.44,Office Supplies,Storage
4782,2014-07-11,40.712,Office Supplies,Supplies
4728,2014-07-11,123.144,Office Supplies,Binders
4781,2014-07-11,1.476,Office Supplies,Binders
4832,2014-07-11,22.58,Office Supplies,Storage
4833,2014-07-11,12.39,Office Supplies,Binders
4830,2014-07-11,245.88,Office Supplies,Appliances
4780,2014-07-11,683.144,Furniture,Chairs
6981,2014-07-11,30.18,Office Supplies,Paper
9810,2014-07-11,120.768,Office Supplies,Art
9809,2014-07-11,25.92,Office Supplies,Paper
3185,2014-07-11,26.046,Office Supplies,Binders
4831,2014-07-11,36.63,Office Supplies,Storage
6980,2014-07-11,5.92,Office Supplies,Fasteners
3186,2014-07-11,74.352,Office Supplies,Envelopes
5278,2014-07-12,105.52,Office Supplies,Paper
7236,2014-07-12,8.64,Office Supplies,Art
8944,2014-07-12,164.88,Office Supplies,Paper
8090,2014-07-12,269.36,Office Supplies,Storage
4551,2014-07-13,351.216,Furniture,Tables
7623,2014-07-14,39.48,Office Supplies,Appliances
2206,2014-07-14,29.932,Office Supplies,Binders
6932,2014-07-14,23.988,Technology,Phones
6931,2014-07-14,13.494,Technology,Phones
6933,2014-07-14,31.984,Furniture,Furnishings
6934,2014-07-14,41.584,Office Supplies,Art
2995,2014-07-14,55.92,Office Supplies,Storage
8052,2014-07-14,17.94,Office Supplies,Art
2207,2014-07-14,38.272,Technology,Phones
3269,2014-07-15,2.97,Technology,Accessories
3270,2014-07-15,6.54,Office Supplies,Fasteners
2102,2014-07-18,259.136,Furniture,Chairs
9029,2014-07-18,13.904,Office Supplies,Binders
5588,2014-07-19,6.096,Office Supplies,Binders
3354,2014-07-19,70.56,Furniture,Tables
3355,2014-07-19,20.88,Office Supplies,Binders
3356,2014-07-19,3.81,Office Supplies,Binders
3353,2014-07-19,359.98,Technology,Phones
5969,2014-07-20,8.704,Office Supplies,Binders
5970,2014-07-20,19.92,Office Supplies,Paper
8129,2014-07-20,41.94,Technology,Accessories
8130,2014-07-20,11.96,Office Supplies,Paper
8131,2014-07-20,13.12,Office Supplies,Art
8132,2014-07-20,535.41,Office Supplies,Storage
4395,2014-07-20,27.36,Office Supplies,Binders
5968,2014-07-20,104.85,Office Supplies,Paper
4394,2014-07-20,25.984,Office Supplies,Storage
3075,2014-07-20,342.864,Office Supplies,Storage
3076,2014-07-20,16.74,Furniture,Furnishings
7228,2014-07-20,89.712,Office Supplies,Binders
5971,2014-07-20,43.02,Furniture,Furnishings
7229,2014-07-20,22.83,Office Supplies,Paper
3077,2014-07-20,981.372,Furniture,Chairs
8480,2014-07-21,35.98,Technology,Phones
1870,2014-07-21,99.2,Office Supplies,Art
1871,2014-07-21,801.568,Furniture,Chairs
8021,2014-07-21,4.992,Office Supplies,Appliances
8024,2014-07-21,1.044,Office Supplies,Binders
8023,2014-07-21,657.93,Furniture,Chairs
8022,2014-07-21,87.92,Office Supplies,Envelopes
1872,2014-07-21,272.848,Furniture,Tables
9483,2014-07-22,19.68,Office Supplies,Art
9674,2014-07-22,26.632,Office Supplies,Storage
482,2014-07-22,5.96,Office Supplies,Art
483,2014-07-22,159.98,Technology,Accessories
7169,2014-07-22,170.352,Furniture,Tables
7167,2014-07-22,717.72,Furniture,Chairs
7168,2014-07-22,236.5,Office Supplies,Storage
7166,2014-07-22,11.52,Office Supplies,Art
9424,2014-07-23,45.0,Technology,Accessories
9423,2014-07-23,302.376,Technology,Phones
7410,2014-07-23,99.98,Technology,Accessories
9422,2014-07-23,40.7,Office Supplies,Supplies
373,2014-07-23,1023.936,Technology,Accessories
374,2014-07-23,9.24,Office Supplies,Art
372,2014-07-23,8.16,Office Supplies,Binders
375,2014-07-23,479.04,Technology,Accessories
9421,2014-07-23,604.752,Technology,Phones
2504,2014-07-25,53.72,Office Supplies,Storage
2505,2014-07-25,8187.65,Office Supplies,Supplies
3646,2014-07-25,6.48,Office Supplies,Paper
3647,2014-07-25,15.52,Office Supplies,Supplies
2506,2014-07-25,77.92,Furniture,Furnishings
2343,2014-07-26,123.552,Office Supplies,Storage
9778,2014-07-26,8.88,Office Supplies,Binders
3837,2014-07-26,911.984,Technology,Phones
9774,2014-07-26,2177.584,Office Supplies,Binders
9776,2014-07-26,16.784,Office Supplies,Binders
9779,2014-07-26,4.836,Office Supplies,Appliances
9777,2014-07-26,431.136,Technology,Accessories
3840,2014-07-26,170.97,Technology,Accessories
7340,2014-07-26,67.88,Furniture,Chairs
7342,2014-07-26,25.71,Furniture,Furnishings
7341,2014-07-26,162.89,Office Supplies,Labels
3838,2014-07-26,674.352,Furniture,Chairs
9775,2014-07-26,17.496,Furniture,Furnishings
3839,2014-07-26,134.01,Furniture,Furnishings
6422,2014-07-26,111.93,Technology,Accessories
3865,2014-07-27,238.0,Technology,Accessories
4579,2014-07-27,65.78,Office Supplies,Paper
8887,2014-07-27,276.28,Office Supplies,Storage
5686,2014-07-28,14.32,Office Supplies,Fasteners
5688,2014-07-28,48.944,Office Supplies,Envelopes
5687,2014-07-28,129.888,Furniture,Furnishings
5161,2014-07-30,1367.84,Furniture,Bookcases
9266,2014-08-02,14.56,Furniture,Furnishings
7046,2014-08-04,99.592,Furniture,Tables
7409,2014-08-04,172.11,Furniture,Tables
6380,2014-08-04,49.792,Office Supplies,Fasteners
7047,2014-08-04,399.96,Technology,Accessories
3835,2014-08-04,2.368,Office Supplies,Fasteners
3836,2014-08-04,19.008,Office Supplies,Paper
5926,2014-08-04,1215.92,Furniture,Tables
8799,2014-08-05,1799.97,Technology,Copiers
9366,2014-08-06,68.48,Office Supplies,Binders
9367,2014-08-06,1676.88,Office Supplies,Storage
2749,2014-08-06,585.552,Furniture,Chairs
3841,2014-08-06,170.352,Furniture,Chairs
6287,2014-08-07,502.488,Furniture,Tables
4779,2014-08-07,63.882,Furniture,Chairs
6288,2014-08-07,196.704,Office Supplies,Binders
5071,2014-08-08,53.88,Furniture,Furnishings
596,2014-08-08,445.96,Technology,Phones
595,2014-08-08,1199.976,Technology,Copiers
594,2014-08-08,76.12,Office Supplies,Appliances
2750,2014-08-08,423.28,Office Supplies,Storage
5069,2014-08-08,167.535,Office Supplies,Appliances
597,2014-08-08,327.76,Furniture,Furnishings
5070,2014-08-08,38.34,Office Supplies,Envelopes
1465,2014-08-08,121.376,Furniture,Furnishings
1466,2014-08-08,95.976,Technology,Accessories
5072,2014-08-08,299.98,Technology,Phones
5068,2014-08-08,549.99,Technology,Copiers
8954,2014-08-08,155.456,Furniture,Bookcases
3449,2014-08-09,56.65,Office Supplies,Appliances
4134,2014-08-09,209.97,Technology,Machines
165,2014-08-09,8159.952,Technology,Machines
8706,2014-08-09,172.764,Furniture,Chairs
170,2014-08-09,143.976,Technology,Phones
836,2014-08-09,51.184,Office Supplies,Binders
8707,2014-08-09,3.52,Office Supplies,Art
164,2014-08-09,9.936,Office Supplies,Art
168,2014-08-09,32.064,Office Supplies,Art
167,2014-08-09,1740.06,Furniture,Chairs
166,2014-08-09,275.928,Office Supplies,Storage
169,2014-08-09,177.98,Office Supplies,Appliances
4313,2014-08-09,16.78,Office Supplies,Appliances
3450,2014-08-09,14.97,Office Supplies,Storage
1278,2014-08-09,32.97,Technology,Accessories
3451,2014-08-09,4.02,Office Supplies,Fasteners
9449,2014-08-09,8.608,Office Supplies,Binders
5290,2014-08-09,966.7,Furniture,Chairs
5291,2014-08-09,182.112,Office Supplies,Paper
4849,2014-08-09,5.88,Office Supplies,Art
5289,2014-08-09,17.904,Office Supplies,Paper
4851,2014-08-09,303.84,Office Supplies,Art
4852,2014-08-09,485.88,Office Supplies,Storage
4133,2014-08-09,45.0,Office Supplies,Fasteners
738,2014-08-09,49.98,Technology,Accessories
1279,2014-08-09,83.88,Technology,Accessories
4850,2014-08-09,975.92,Furniture,Chairs
7676,2014-08-10,23.472,Technology,Accessories
8852,2014-08-10,123.92,Office Supplies,Paper
5765,2014-08-11,333.576,Technology,Phones
3715,2014-08-12,603.92,Furniture,Chairs
3665,2014-08-12,6.456,Office Supplies,Binders
3666,2014-08-12,52.68,Technology,Phones
3667,2014-08-12,13.88,Office Supplies,Supplies
3664,2014-08-12,27.888,Office Supplies,Labels
1793,2014-08-12,60.416,Office Supplies,Storage
3671,2014-08-12,39.072,Office Supplies,Storage
